CalfID,Birthdate,BirthTime,SingleTwinST,CrossbredYN,SexMF,BirthWtLbs,CalfSizeLgSm,Fed1VolL,0hrbloodYN,IceCubeNumber,IceCubeOnTime,D0Fed1Time,DOFed1MinOld,D0Fed13or4qt,D0Fed1Batchnum,D0Fed1Bagnum,F1ColostIgGgL,F1DoseIgGfedg,F1Coliform,F1LogColif,F1SPC,F1LogSPC,F1Brixpct,Feed1or2,F1VatorMatilda,D0Fed2TxGrp,8hrbloodYN,D0Fed2Time,DOFed2HrsOld,DOFed12IntervHrs,DOFed2VolOfferedmL,D0Fed2VolRefusemL,DOFed2VolConsummL,D0Fed2Batchnum,D0Fed2Bagnum,F2ColostIgGgL,F2DoseIgGfedg,F1F2TotIgGconsumg,F2Coliform,F2LogColif,F2SPC,F2LogSPC,F2Brixpct,F2Feed1or2,F2VatorMatilda,D1MilkRefusemL,24hrbloodYN,CalfIDDup,Result0hrgL,Result8hrmgdl,Result8hrgL,Result24hrmgdl,Result24hrgL,24hrbloodTime,FarmDzYN,FarmDzDate,FarmDzDiagnosis,DiedYN,DiedDate,IceCubeOffDate,IceCubeOffTime,DoubleCheckIceCube#,removeyn
17,7/30/2024,9:10,S,Y,F,81.2,LG,3.80,Y,61371958,9:32,9:40,0:30,4,42,1,86.7,329.5,0,0,5200,3.716,25.4,1,Vat,MRB,Y,17:45,8:35,8:05,1900,1700,200,NA,NA,0.0,0.0,329.5,,,,,,,,500,Y,17,0,2729,27.29,3939,39.39,9:49,N,,,N,NA,8/2/2024,9:08,Y,0
12,7/31/2024,11:15,S,Y,F,81,LG,3.80,Y,61371948,11:24,11:53,0:38,4,24,1,82.8,314.6,0,0,520,2.716,25.3,1,Vat,CSB,Y,19:54,8:39,8:01,1000,600,400,NA,NA,100.0,40.0,354.6,,,,,,,,500,Y,12,0,3709,37.09,2394,23.94,11:50,Y,8/1/2024,DIARRHEA,N,NA,8/3/2024,10:06,Y,0
16,7/31/2024,8:50,S,Y,M,110.4,LG,3.80,Y,61371971,9:18,9:30,0:40,4,26,1,104.9,398.6,0,0,300,2.47712,25.8,1,Vat,CSB,Y,17:32,8:42,8:02,1000,850,150,NA,NA,100.0,15.0,413.6,,,,,,,,0,Y,16,0,3403,34.03,3705,37.05,9:31,N,,,N,NA,8/3/2024,9:53,Y,0
15,7/31/2024,9:40,S,Y,M,73.4,SM,2.85,Y,61371951,10:00,10:30,0:50,3,25,1,95.3,271.6,0,0,15000,4.17609,25.7,1,Vat,CST,Y,18:30,8:50,8:00,1000,0,1000,NA,NA,100.0,100.0,371.6,,,,,,,,0,Y,15,0,1950,19.5,3626,36.26,10:40,N,,,N,NA,8/3/2024,9:59,Y,0
11,7/31/2024,12:35,S,Y,M,101.6,LG,3.80,Y,61371957,13:01,13:15,0:40,4,26,3,104.9,398.6,0,0,300,2.47712,25.8,1,Vat,MCB,Y,21:10,8:35,7:55,1900,1600,300,21,3,58.5,17.6,416.2,0,0,520,2.716,21.2,2,Matilda,2000,Y,11,0,2822,28.22,4711,47.11,,Y,1-Aug,DIARRHEA,N,NA,8/3/2024,10:07,Y,0
14,7/31/2024,10:20,S,Y,M,86.4,LG,3.80,Y,61371963,10:45,10:50,0:30,4,27,MATILDA,99.3,377.3,0,0,840,2.92428,26.9,1,Matilda,MCT,Y,18:50,8:30,8:00,1900,0,1900,20,3,56.3,107.0,484.3,0,0,125,2.09691,21.1,2,Matilda,0,Y,14,0,3011,30.11,3128,31.28,10:50,N,,,N,NA,8/3/2024,9:54,Y,0
13,7/31/2024,11:10,S,Y,F,84.4,LG,3.80,Y,61371959,11:20,11:36,0:26,4,26,5,104.9,398.6,0,0,300,2.47712,25.8,1,Vat,MCT,Y,19:36,8:26,8:00,1900,0,1900,21,4,58.5,111.2,509.8,0,0,520,2.716,21.2,2,Matilda,0,Y,13,0,3709,37.09,3423,34.23,11:36,N,,,N,NA,8/3/2024,10:01,Y,0
10,8/1/2024,11:50,S,Y,F,91,LG,3.80,Y,61371964,12:45,12:55,1:05,4,28,MATILDA,88.9,337.8,0,0,13000,4.11394,25.2,1,Matilda,MRB,Y,20:55,9:05,8:00,1900,600,1300,NA,NA,0.0,0.0,337.8,,,,,,,,1400,Y,10,0,3814,38.14,3729,37.29,12:55,Y,8/2/2024,DIARRHEA,N,NA,8/4/2024,10:14,Y,0
11414,8/2/2024,10:00,S,N,F,73.8,SM,2.85,Y,61371966,10:44,11:00,1:00,3,27,3,102.1,291.0,0,0,440,2.64345,25.8,1,Vat,CSB,Y,19:00,9:00,8:00,1000,0,1000,NA,NA,100.0,100.0,391.0,,,,,,,,0,Y,11414,0,3404,34.04,4456,44.56,10:52,N,,,N,NA,8/5/2024,6:57,Y,0
7,8/2/2024,10:10,S,Y,M,103.8,LG,3.80,Y,61371954,10:54,11:08,0:58,4,26,4,104.9,398.6,0,0,300,2.47712,25.8,1,Vat,CST,Y,19:07,8:57,7:59,1000,0,1000,NA,NA,100.0,100.0,498.6,,,,,,,,0,Y,7,0,1824,18.24,3404,34.04,10:53,N,,,N,NA,8/5/2024,7:06,Y,0
11413,8/2/2024,6:45,S,N,F,76.2,SM,2.85,Y,61371965,7:17,7:38,0:53,3,27,6,102.1,291.0,0,0,440,2.64345,25.8,1,Vat,CST,Y,15:45,9:00,8:07,1000,0,1000,NA,NA,100.0,100.0,391.0,,,,,,,,0,Y,11413,0,3307,33.07,3913,39.13,12:55,N,,,N,NA,8/5/2024,7:00,Y,0
8,8/2/2024,9:20,S,Y,M,67,SM,2.85,Y,61371956,10:07,10:25,1:05,3,27,5,102.1,291.0,0,0,440,2.64345,25.8,1,Vat,MCB,Y,18:30,9:10,8:05,1900,1600,300,22,2,68.9,20.7,311.7,0,0,680,2.83251,20.6,2,Matilda,0,Y,8,0,2142,21.42,3399,33.99,10:40,N,,,N,NA,8/5/2024,7:04,Y,0
9,8/2/2024,7:40,S,N,M,60,SM,2.85,Y,61371967,8:35,8:45,1:05,3,27,4,102.1,291.0,0,0,440,2.64345,25.8,1,Vat,MRB,Y,16:45,9:05,8:00,1900,300,1600,NA,NA,0.0,0.0,291.0,,,,,,,,1600,Y,9,0,3115,31.15,3939,39.39,9:18,Y,8/3/2024,"DIARRHEA, LOW TEMP, LETHARGIC ",N,NA,8/5/2024,7:02,Y,0
4,8/5/2024,12:29,S,Y,M,99.4,LG,3.80,Y,61371968,13:12,13:15,0:46,4,28,2,81.7,310.5,0,0,1700,3.23045,25.4,1,Vat,CSB,Y,21:20,8:51,8:05,1000,100,900,NA,NA,100.0,90.0,400.5,,,,,,,,0,Y,4,0,3404,34.04,3913,39.13,13:01,N,,,N,NA,8/8/2024,10:13,Y,0
6,8/5/2024,8:15,S,Y,F,101.6,LG,3.80,Y,61371963,8:37,9:00,0:45,4,28,1,81.7,310.5,0,0,1700,3.23045,25.4,1,Vat,MCT,Y,17:01,8:46,8:01,1900,0,1900,22,1,68.9,130.9,441.4,0,0,680,2.83251,20.6,2,Matilda,0,Y,6,0,3503,35.03,3601,36.01,9:20,N,,,N,NA,8/8/2024,10:11,Y,0
5,8/5/2024,11:10,S,Y,M,73.2,SM,2.85,Y,61371948,12:05,12:20,1:10,3,27,2,102.1,291.0,0,0,440,2.64345,25.8,1,Vat,MCT,Y,20:20,9:10,8:00,1900,0,1900,21,1,58.5,111.2,402.1,0,0,520,2.716,21.2,2,Matilda,0,Y,5,0,3210,32.1,4263,42.63,12:24,N,,,N,NA,8/8/2024,10:12,Y,0
3,8/6/2024,13:35,S,Y,M,93,LG,3.80,Y,61371972,13:55,14:00,0:25,4,26,MATILDA,108.8,413.4,0,0,760,2.88081,25.6,1,Matilda,CST,Y,22:00,8:25,8:00,1000,0,1000,NA,NA,100.0,100.0,513.4,,,,,,,,0,Y,3,0,3307,33.07,3399,33.99,14:00,Y,8/7/2024,DIARRHEA,N,NA,8/9/2024,10:33,Y,0
11429,8/6/2024,11:45,S,N,F,83.8,LG,3.80,Y,61371957,12:05,12:30,0:45,4,42,2,86.7,329.5,0,0,5200,3.716,25.4,1,Vat,MRB,Y,21:42,9:57,9:12,1900,800,1100,NA,NA,,0.0,329.5,,,,,,,,0,Y,11429,0,3307,33.07,2821,28.21,12:30,N,,,N,NA,8/9/2024,10:34,Y,0
11430,8/6/2024,12:58,S,N,F,91.4,LG,3.80,Y,61371971,13:30,13:45,0:47,4,26,2,104.9,398.6,0,0,300,2.47712,25.8,1,Vat,MCB,Y,20:28,7:30,6:43,1900,1300,600,21,2,58.5,35.1,433.7,0,0,520,2.716,21.2,2,Matilda,400,Y,11430,0,2480,24.8,3009,30.09,13:42,N,,,N,NA,8/9/2024,10:30,Y,0
11433,8/7/2024,11:00,S,N,F,71,SM,2.85,Y,61371949,11:22,11:40,0:40,3,30,4,93.0,265.1,0,0,700,2.8451,24.6,1,Vat,CSB,Y,19:36,8:36,7:56,1000,1000,0,NA,NA,100.0,0.0,265.1,,,,,,,,0,Y,11433,0,2745,27.45,3399,33.99,11:38,N,,,N,NA,8/10/2024,8:59,Y,0
2,8/7/2024,9:00,S,Y,F,96.6,LG,3.80,Y,61371953,9:35,9:45,0:45,4,28,6,81.7,310.5,0,0,1700,3.23045,25.4,1,Vat,CSB,Y,17:43,8:43,7:58,1000,0,1000,NA,NA,100.0,100.0,410.5,,,,,,,,0,Y,2,0,3705,37.05,4506,45.06,9:45,N,,,N,NA,8/10/2024,8:46,Y,0
126,8/7/2024,12:30,S,Y,F,85.6,LG,3.80,Y,61371951,12:58,13:28,0:58,4,28,3,81.7,310.5,0,0,1700,3.23045,25.4,1,Vat,CST,Y,21:26,8:56,7:58,1000,0,1000,NA,NA,100.0,100.0,410.5,,,,,,,,0,Y,126,0,3210,32.1,3808,38.08,13:25,N,,,N,NA,8/10/2024,8:51,Y,0
1,8/7/2024,10:08,S,Y,F,96.4,LG,3.80,Y,61371964,10:28,11:00,0:52,4,28,4,81.7,310.5,0,0,1700,3.23045,25.4,1,Vat,MCB,Y,18:55,8:47,7:55,1900,0,1900,23,1,53.5,101.7,412.1,0,0,2300,3.36173,20.4,2,Matilda,0,Y,1,0,3503,35.03,4114,41.14,10:55,N,,,N,NA,8/10/2024,8:50,Y,0
127,8/7/2024,13:15,S,Y,F,71,SM,2.85,Y,61371967,13:45,13:50,0:35,3,27,1,102.1,291.0,0,0,440,2.64345,25.8,1,Vat,MCT,Y,21:50,8:35,8:00,1900,0,1900,23,3,53.5,101.7,392.6,0,0,2300,3.36173,20.4,2,Matilda,0,Y,127,0,3404,34.04,4235,42.35,13:48,N,,,N,NA,8/10/2024,8:53,Y,0
128,8/7/2024,14:15,S,N,M,92.6,LG,3.80,Y,61371965,15:10,15:16,1:01,4,28,5,81.7,310.5,0,0,1700,3.23045,25.4,1,Vat,MRB,Y,23:09,8:54,7:53,1900,0,1900,NA,NA,0.0,0.0,310.5,,,,,,,,1800,Y,128,0,3307,33.07,4127,41.27,15:00,Y,8/8/2024,DIARRHEA,N,NA,8/10/2024,8:56,Y,0
116,10-Jun,12:50,S,Y,F,85.6,LG,3.80,Y,61371960,13:45,13:42,0:52,4,2,MATILDA,68.9,261.8,0,0,150,2.17609,24.4,1,Matilda,CSB,Y,21:42,8:52,8:00,1000,0,1000,NA,NA,100.0,100.0,361.8,,,,,,,,0,Y,116,0,3503,35.03,3307,33.07,13:38,N,,,N,NA,6/13/2024,10:05,Y,0
